patent_title,patent_number,patent_type,patent_date,patent_abstract,patent_firstnamed_assignee_id,patent_firstnamed_assignee_country,patent_firstnamed_assignee_latitude,patent_firstnamed_assignee_longitude,patent_firstnamed_assignee_city,patent_firstnamed_inventor_latitude,patent_firstnamed_inventor_longitude,patent_firstnamed_inventor_city,patent_firstnamed_inventor_country,patent_firstnamed_inventor_id,assignee_key_id,assignee_organization,assignee_type,assignee_total_num_patents
Portable device for generating electric power,9051916,utility,2015-06-09,"A system for converting wind power to electrical energy has a peripheral frame, sails interconnected to the peripheral frame, radial struts extending from the hub to the peripheral frame, wheels mounted on the peripheral frame, electric generators interconnected with respective wheels, and a hub about which the peripheral frame is rotatable. The hub is in electrical communication with the electric generators. Sails may be interconnected with the peripheral frame on respective masts, each mast having a base and the mast being pivotable about the base. The electric generators may be mounted on a variety of locations, such as the peripheral frame. Each electric generator may be interconnected with a respective wheel via a belt, a chain or other mechanism. The system may include arrangements to generate electricity from sunlight.",org_asVoJDnAeHjXvcPQmEPr,US,33.6603,-117.99799999999999,Huntington Beach,35.1322,-118.448,Tehachapi,US,4153088-1,org_asVoJDnAeHjXvcPQmEPr,IQ Energy,2.0,1.0
Modular micro wind turbine,9062654,utility,2015-06-23,A modular wind turbine has been developed that includes a turbine housing that contains a circular stabilization ring. The turbine also includes a central hub with multiple airfoil blades that are attached to the interior of the circular stabilization ring. A drive shaft extends from the central hub that turns an electric generator with multiple magnets and coils that generate electricity upon rotation of the of the drive shaft.,org_janEkfvgajz2s7iHGCxR,US,34.8556,-86.7508,Harvest,34.8556,-86.7508,Harvest,US,9062654-1,org_janEkfvgajz2s7iHGCxR,"American Wind Technologies, Inc.",2.0,2.0
Modular micro wind turbine,9331534,utility,2016-05-03,"An improved magnetic generator has been developed that is particularly suitable for creating modular micro wind turbines, although other power generation applications are contemplated. The generator utilizes a series of rotors with axially aligned magnets on each side of the rotor face. As a drive shaft rotates the rotors in proximity to stators, a magnetic flux and electricity is generated. In certain embodiments, the rotors utilize magnet pockets to stabilize the magnets. In the preferred embodiments, layers of magnets are placed in each magnet pocket to achieve magnetic amplification by having multiple magnets, and their respective fluxes, influence the stators.",org_janEkfvgajz2s7iHGCxR,US,34.8556,-86.7508,Harvest,34.8556,-86.7508,Harvest,US,9062654-1,org_janEkfvgajz2s7iHGCxR,"American Wind Technologies, Inc.",2.0,2.0
Rotatable building structure,9074364,utility,2015-07-07,"A rotatable building structure (10) contains a vertical central core (14) for supporting suspended floor units (12) surrounding the core. An annular platform (22) extends from the core at corresponding floor units for providing accessibility to and from the central core. The floor units contain a drive mechanism (38, 40, 42) for rotational displacement. The wind load on the exterior side of each floor, and/or horizontal wind turbines that turn around the core but is a separate part of the floor itself, solar panels situated as a roof cover on top of each floor and a wind tool (46) deployable from the floor unit provides alternative wind power assist for rotating the floor units.",org_BD44wWrCwtc2khUYFexs,MH,7.1,171.38299999999998,Majuro,43.7667,11.25,Florence,IT,5294977-1,org_BD44wWrCwtc2khUYFexs,Rotating High Towers S.A.,3.0,1.0
Self-cleaning substrate,9192278,utility,2015-11-24,"Provided is a self-cleaning substrate system. The system includes a substrate and a cleaner coupled to the substrate, wherein the cleaner includes at least one of an electrode, an ultrasound emitter, or a coronal wind generator. The system includes a circuit configured to determine a characteristic of the substrate. The system further includes a power source. The system includes a controller operatively coupled to the cleaner, the sensor, and the power source. The circuit provides a feedback signal indicative of the detected characteristic to the controller, and wherein the controller is coupled to the cleaner such that the cleaner can be controlled by the controller.",org_P700s9YRZ0CaagO1xW2r,US,47.6106,-122.199,Bellevue,47.6553,-122.51700000000001,Bainbridge Island,US,8074938-4,org_P700s9YRZ0CaagO1xW2r,Elwha LLC,2.0,1037.0
Parallel electric service system and method using meter socket and load center combination,9214832,utility,2015-12-15,"A parallel electric service system including a combination load center is disclosed. More particularly, the parallel electric service system encompasses a combination load center adapted to receive power from a utility power source and a parallel power source such as a solar module, wind turbine, fuel cell, or the like. Power may be supplied to electrical loads of branches of the system by the utility power source, parallel power source, or both. The system also provides electrical usage metering and allows electrical power to flow back to the grid. Methods of connecting parallel power sources in the parallel electric service system are provided, as are other aspects.",org_GSvj8CdS0YfQpH0H9yLs,US,34.0753,-84.2942,Alpharetta,34.0514,-84.0714,Suwanee,US,7136277-3,org_GSvj8CdS0YfQpH0H9yLs,"Siemens Industry, Inc.",2.0,782.0
Vertical wind power generator,9249778,utility,2016-02-02,"The present invention relates to a vertical axis turbine rotor blade arrangement for a wind power generator adapted to rotate around a vertical axis. The vertical axis turbine rotor blade arrangement comprises a rotor blade having a first and a second end and being pivotally connected to a pivot arm. The pivot arm has a first and a second end and is pivotally connected to a base member. The rotor blade is adapted to be displaced between an active position and a retracted position. The base member and the pivot arm defines a horizontal plane when the rotor blade is in the active position, the base member is rotatable around a pole, the pole is configured to extend in a first direction.",org_o0UDw2KDqwpl8nBirmHW,US,33.5422,-117.78200000000001,Laguna Beach,57.9667,12.1167,Alvangen,SE,9249778-1,org_o0UDw2KDqwpl8nBirmHW,Paulin Motor Company AB,2.0,1.0
Laminate stitching method for improved fiber logistics and placement precision,9259858,utility,2016-02-16,"In one embodiment, a method for forming a dry lamination for a composite fiber material structure, for example a wind turbine blade, includes cutting at least two plies of composite fiber material according to a predetermined pattern, arranging the at least two cut plies of composite fiber material in a predetermined arrangement relative to each other, stitching the at least two cut plies together using a thread to secure the at least two cut plies in the predetermined arrangement to form the dry lamination, and spooling the dry lamination into a single roll. The dry lamination can then be transported without misaligning the plies and placed into a resin infusion tool without requiring manual placement of individual plies of composite fiber material.",org_uRuCw2OaSRNJjaePjCbr,US,41.6167,-70.4375,Cotuit,33.6411,-117.91799999999999,Costa Mesa,US,6691949-2,org_uRuCw2OaSRNJjaePjCbr,Green Dynamics Corporation,2.0,1.0
Apparatus and methods for electricity generation from exhaust of condenser of HVAC system,9260975,utility,2016-02-16,A low RPM permanent magnet generator mounted over the exhaust port of a HVAC condenser provides a direct drive generator that allows low cogging and low startup resistance to effectively produce electricity at low wind speeds.,org_6gm6VoJKPgALo8qZ9n5o,US,30.2669,-97.7428,Austin,30.2669,-97.7428,Austin,US,9260975-1,org_6gm6VoJKPgALo8qZ9n5o,FANERGIES INC,2.0,1.0
Modified surface having low adhesion properties to mitigate insect residue adhesion,9278374,utility,2016-03-08,"A process to modify a surface to provide reduced adhesion surface properties to mitigate insect residue adhesion. The surface may include the surface of an article including an aircraft, an automobile, a marine vessel, all-terrain vehicle, wind turbine, helmet, etc. The process includes topographically and chemically modifying the surface by applying a coating comprising a particulate matter, or by applying a coating and also topographically modifying the surface by various methods, including but not limited to, lithographic patterning, laser ablation and chemical etching, physical vapor phase deposition, chemical vapor phase deposition, crystal growth, electrochemical deposition, spin casting, and film casting.",org_EolmLkaBf9MsnLD1futR,US,38.895,-77.0367,Washington,36.8353,-76.2986,Portsmouth,US,8987632-1,org_EolmLkaBf9MsnLD1futR,The United States of America as represented by the Administrator of the National Aeronautics and Space Administration,6.0,4095.0
